Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),year,site
30-03-2021 00:00,51.83,105.64,3.72,23.8,27.52,25.24,17.23,0.44,34.44,76.87,1.55,181.75,0,0,113.25,996.49,0.01,2021,5110
31-03-2021 00:00,69.44,125.06,3.72,29.26,32.99,27.16,19.08,0.52,56,65.59,0.93,201.6,0,0,100.77,995.15,0.01,2021,5110
01-04-2021 0:00,69.93,144.59,5.04,28.45,33.5,34.23,15.83,0.45,67.12,62.26,0.78,194.5,0,0,103.66,997.61,0.01,2021,5110
02-04-2021 0:00,55.02,124.73,3.97,22.09,26.03,35.75,10.65,0.39,50.29,68.57,1,165.66,0,0,88.2,0,0.01,2021,5110
03-04-2021 0:00,55.65,115.63,4.19,25.32,29.47,32.87,11.05,0.44,45.92,68.75,0.69,175.29,0,0,94.99,0,0.01,2021,5110
04-04-2021 0:00,51.5,127.53,4.51,21.76,26.27,29.45,10.3,0.37,58.18,61.11,0.86,144.41,0,0.4,93.6,0,0.01,2021,5110
05-04-2021 0:00,56.43,105.69,11.09,35.05,46.13,26.01,12.1,0.51,42.07,67.37,0.55,179.99,0.02,1.8,110.6,0,0.01,2021,5110
06-04-2021 0:00,50.77,99.07,14.31,22.25,36.57,19.98,12.9,0.41,41.29,69.64,1.07,176.24,0,0,114.34,0,0.01,2021,5110
07-04-2021 0:00,38.85,81.34,8.84,13.05,21.83,18.99,8.99,0.34,40.43,73.49,1.85,175.8,0,0,109,0,0.01,2021,5110
08-04-2021 0:00,40.16,80.65,5.15,12,17.16,14.44,9.12,0.35,31.3,75.98,1.55,174.51,0,0,102.16,0,0,2021,5110
09-04-2021 0:00,40.57,76.75,5.25,13.56,18.81,12.55,11.29,0.39,36.58,73.24,1.12,167.93,0,0,92.12,0,-0.11,2021,5110
10-04-2021 0:00,44.92,88.95,5.24,13.14,18.37,12.53,11.85,0.41,47.89,74.14,0.85,197.85,0,0,96.37,0,-0.12,2021,5110
11-04-2021 0:00,38.51,78.58,5.56,13.98,19.54,20.13,13.57,0.37,46.3,63.05,1.06,186.35,0,0,110.73,0,-0.04,2021,5110
12-04-2021 0:00,42.46,80.56,6.86,16.5,23.37,29.08,14.75,0.39,45.57,65.87,0.76,203.82,0,0,106.52,0,-0.02,2021,5110
13-04-2021 00:00,39.33,73.75,5.61,11.54,17.14,17.17,11.4,0.34,31.52,71.14,1.21,185.56,0,0,106.1,0,0.01,2021,5110
14-04-2021 00:00,30,79.59,5.32,10.02,15.34,14.18,10.32,0.32,38.06,66.37,1.38,186.33,0,0,130.79,0,0.01,2021,5110
15-04-2021 00:00,40.44,90.37,5.23,10.88,16.1,11.71,14.02,0.38,51.05,61.95,1.35,182.68,0,0,111.63,0,0.01,2021,5110
16-04-2021 00:00,45.64,84.86,5.35,13.37,18.72,12.2,13.32,0.39,47.59,68.68,0.87,190.44,0,0,74.85,0,0.01,2021,5110
17-04-2021 00:00,21.86,58.36,5.07,11.17,16.22,10.05,10.4,0.32,41.51,68.7,1.31,160.26,0,0,106.88,0,0.01,2021,5110
18-04-2021 00:00,21.64,42.63,5.17,13.36,18.53,8.77,12.59,0.32,33.81,71.57,1,179.52,0,0,97.96,0,0.01,2021,5110
19-04-2021 00:00,30.21,58.09,5.03,13.22,18.28,8.42,11.48,0.33,56.74,59.97,0.95,207.81,0,0,123,0,0.01,2021,5110
20-04-2021 00:00,24.2,51.69,4.87,9.16,14.02,8.09,10.3,0.34,34.58,74.27,1.6,182.4,0,0,111.02,0,0.01,2021,5110
21-04-2021 00:00,26.95,57.33,4.85,9.72,14.58,7.86,12.12,0.33,38.41,74.54,1.61,182.74,0.07,7,105.61,0,0.01,2021,5110
22-04-2021 00:00,40.58,75.36,7.06,19.37,26.53,6.02,12.18,0.51,36.81,82.6,0.52,204.78,0.01,1,77.11,0,0.01,2021,5110
23-04-2021 00:00,69.42,126.02,18.9,26.16,45.06,4.73,13.97,0.76,49.43,60.74,0.42,246.69,0,0,137.7,0,0.01,2021,5110
24-04-2021 00:00,60.59,110.97,8.38,21.15,29.38,5.71,14.89,0.4,52.99,58.91,0.71,193.87,0,0,140.34,0,0.01,2021,5110
25-04-2021 00:00,37.06,75.15,4.93,11.43,16.36,7.54,14.66,0.31,53.02,60.51,1.25,185.31,0,0,133.92,0,0.01,2021,5110
26-04-2021 00:00,41.81,75.35,4.9,10.32,15.18,7.33,12.31,0.34,45.51,63.96,1.38,185.39,0,0,122.85,0,0.01,2021,5110
27-04-2021 00:00,36.57,71.94,4.87,10.02,14.89,6.79,14.54,0.35,46.28,73.08,1.01,197.28,0,0,133.76,0,0.01,2021,5110
28-04-2021 00:00,34.1,68.71,4.83,9.46,14.29,6.77,11.93,0.34,32.69,75.06,1.29,179.16,0,0,122.83,0,0.01,2021,5110
29-04-2021 00:00,29.63,70.52,4.83,10.21,15.04,7.13,13.71,0.32,41.19,63.02,1.15,157.5,0,0,126.83,0,0.01,2021,5110
30-04-2021 00:00,34.63,76.9,4.92,10.13,15.04,7.47,12.21,0.31,39.89,62.96,1.36,190.97,0,0,127.13,0,0.01,2021,5110
01-05-2021 0:00,33.85,67.31,4.85,11.52,16.36,7.01,14.75,0.31,69.11,55.19,1,179.08,0,0,130.25,0,0.01,2021,5110
02-05-2021 0:00,33.51,61.04,4.76,9.44,14.19,6.04,11.61,0.3,44.12,73.89,1.1,182.43,0.02,1.8,112.88,0,0.01,2021,5110
03-05-2021 0:00,17.04,45.81,4.84,12.44,17.28,5.57,16.47,0.31,65.39,66.81,0.85,177.22,0.03,2.4,132.34,0,0.01,2021,5110
04-05-2021 0:00,3.35,49.1,5.05,16.25,21.31,4.28,10.47,0.41,47.25,83.42,0.62,168.3,0.26,24.8,111.37,0,0.01,2021,5110
05-05-2021 0:00,6.53,50.05,4.8,13.16,17.96,4.12,10.1,0.3,46.87,75.72,0.8,165.52,0,0,128.67,0,0.02,2021,5110
06-05-2021 0:00,0,42.51,4.85,13.54,18.34,4.15,15.13,0.28,40.79,70.94,0.83,184.12,0,0,149.51,0,0.03,2021,5110
07-05-2021 0:00,0,41,5.25,13.04,18.29,3.92,12.26,0.3,36.78,68.78,0.74,162.34,0,0.2,154.01,0,0.01,2021,5110
08-05-2021 0:00,0,50.88,5.75,12.4,18.16,4.11,12.23,0.31,44.28,69.02,0.73,159,0,0,152.26,0,0.01,2021,5110
09-05-2021 0:00,0,36,4.99,10.13,15.15,4.03,8.91,0.29,29.7,82.08,0.7,185.9,0.2,19.4,139.67,0,0.01,2021,5110
10-05-2021 0:00,0,44.94,5.81,11.15,16.96,4.02,10.78,0.31,33.05,77.16,0.83,154.69,0,0.2,166.34,0,0.01,2021,5110
11-05-2021 0:00,0,30.1,5.15,10.16,15.31,3.76,8.29,0.3,32.8,88.38,1.36,136.07,1.24,117.6,114.61,999.76,1.54,2021,5110
12-05-2021 0:00,0,42.28,4.89,12.29,17.18,4,9.04,0.32,42.4,82.1,0.66,128.48,0.1,7.6,189.28,998.99,3.29,2021,5110
13-05-2021 00:00,0,44.45,5.99,16.81,22.8,3.15,10.07,0.43,34.89,83.29,0.48,188.96,0,0,118.58,999.4,3.27,2021,5110
14-05-2021 00:00,0,49.86,5.84,13.25,19.09,3.57,12.84,0.37,47.38,75.35,0.62,187.39,0,0,175.94,999.05,3.27,2021,5110
15-05-2021 00:00,0,41.06,4.66,9.29,13.93,3.84,9.69,0.28,26.29,79.9,1.25,183.16,0,0,161.74,999.82,3.27,2021,5110
16-05-2021 00:00,0,24.81,4.69,7.32,12.01,3.79,9.59,0.21,17.91,78.73,1.52,183.52,0,0,174.53,0,3.27,2021,5110
17-05-2021 00:00,0,19.75,4.65,6.98,11.63,3.79,8.85,0.23,22.52,76,1.34,184.21,0,0,178.78,0,3.27,2021,5110
18-05-2021 00:00,0,23.62,4.68,7.18,11.86,4.61,8.48,0.24,20.65,76.54,1.28,183.5,0,0.4,180.73,999.36,3.27,2021,5110
19-05-2021 00:00,0,24.95,4.95,8.59,13.54,7.83,7.92,0.26,23.4,76.89,1.01,190.9,0,0.2,144.37,999.29,3.27,2021,5110
20-05-2021 00:00,0,22.16,5,7.3,12.3,11.04,7.46,0.2,18.2,75.34,1.49,183.79,0,0,166.57,999.44,3.27,2021,5110
21-05-2021 00:00,0,26.55,5.15,7.71,12.86,12.01,8.87,0.21,21.95,71.99,1.31,183.77,0,0,166.44,999.15,3.27,2021,5110
22-05-2021 00:00,0,34.96,5.44,8.99,14.42,14.48,8.25,0.26,22.68,77.96,0.7,184.1,0.01,1.4,136.28,998.87,3.27,2021,5110
23-05-2021 00:00,0,58.22,5.44,10.24,15.68,15.38,7.55,0.36,32.83,73.74,0.45,159.37,0,0,146.28,998.41,3.27,2021,5110
24-05-2021 00:00,0,38.38,5.49,11.91,17.4,13.06,7.68,0.34,24.16,89.82,0.96,173.36,0.29,28,103.49,998.29,3.26,2021,5110
25-05-2021 00:00,0,20.56,5.13,8.26,13.39,11.4,8.05,0.26,30.27,90.59,4.17,42.68,0.06,5.8,89.46,993.71,3.26,2021,5110
26-05-2021 00:00,0,22.13,4.84,6.14,10.98,10.41,8.5,0.25,49.75,91.94,4.95,88.76,0.22,21.2,88.93,989.24,3.27,2021,5110
27-05-2021 00:00,0,28.57,4.87,7.15,12.03,10.05,7.32,0.26,30.04,96.54,3.73,164.08,1.13,107,93.2,994.9,3.27,2021,5110
28-05-2021 00:00,0,44.89,4.79,6.77,11.56,7.76,6.87,0.23,28.13,83.94,3.69,164.17,0,0,176.95,999.23,3.27,2021,5110
29-05-2021 00:00,0,56.67,4.7,6.89,11.58,5.85,7.38,0.24,31.77,82.1,2.57,169.66,0,0,155.47,999.88,3.27,2021,5110
30-05-2021 00:00,0,53.52,4.69,6.85,11.55,5.27,8.19,0.24,26.4,82.94,2.81,177.24,0,0,160.46,998.85,3.27,2021,5110
31-05-2021 00:00,0,33.78,4.82,10.49,15.32,4.51,8.66,0.32,35.04,93.59,1.81,168.02,0.07,6.8,63.89,998.74,3.27,2021,5110
01-06-2021 0:00,0,44.11,4.63,8.71,13.34,3.75,8.38,0.29,36.02,84.2,2.29,178.94,0,0,149.47,998.82,3.26,2021,5110
02-06-2021 0:00,0,31.17,4.61,8.82,13.43,3.37,8.97,0.28,42.37,83.18,2.23,181.96,0,0,147.31,999.73,3.27,2021,5110
03-06-2021 0:00,0,31.96,4.54,7.96,12.5,2.88,9.48,0.27,32.18,79.63,2.47,184.1,0,0,167.52,0,3.26,2021,5110
04-06-2021 0:00,0,42.97,4.48,7.71,12.22,2.54,10.2,0.29,36.31,81.04,2.36,185.58,0,0,163.67,999.71,3.27,2021,5110
05-06-2021 0:00,0,41.67,4.57,8.66,13.2,2.12,9.15,0.29,34.1,80.88,2.3,179.89,0.07,6.4,165.76,999.1,3.27,2021,5110
06-06-2021 0:00,0,40.85,4.58,8.65,13.22,2.04,10.59,0.3,41.38,77.39,2.13,184.8,0,0,180.59,998.25,3.27,2021,5110
07-06-2021 0:00,0,30.52,4.52,7.75,12.27,1.9,9.35,0.26,35.79,83.11,2.58,178.49,0.15,13.6,159.26,998.52,3.27,2021,5110
08-06-2021 0:00,0,25.94,4.36,7.35,11.7,1.83,9.55,0.25,39.29,82.41,2.69,185.1,0,0.4,169.94,998.35,3.27,2021,5110
09-06-2021 0:00,0,37.28,4.81,10.92,15.73,1.37,10.83,0.36,42.54,81.01,1.33,136.02,0.01,0.6,136.5,997.26,3.27,2021,5110
10-06-2021 0:00,0,36.34,4.56,9.07,13.63,1.39,8.35,0.35,49.37,78.42,1.37,137.14,0,0,152.72,995.19,3.27,2021,5110
11-06-2021 0:00,0,30.9,4.59,9.15,13.74,1.28,7.86,0.37,33.47,86.85,1.15,134.93,0.12,11.4,123.02,993.75,3.26,2021,5110
12-06-2021 0:00,0,26.48,5.04,9.67,14.71,8.04,8,0.34,17.29,91.58,1.21,145.94,0.33,31,132.86,994.53,3.27,2021,5110
13-06-2021 00:00,0,21.92,4.46,7.37,11.83,12.32,7.47,0.3,0,90.13,1.66,114.27,0.29,27.4,136.12,994.47,3.26,2021,5110
14-06-2021 00:00,0,26.03,4.39,7.65,12.05,12.08,7.91,0.32,0,91.85,1.9,143.23,0.13,12.6,115.57,993.01,3.27,2021,5110
15-06-2021 00:00,0,26.37,4.86,10.06,15.02,11.68,7.94,0.37,0,97.33,1.15,155.16,0.2,19,77.33,992.56,3.27,2021,5110
16-06-2021 00:00,0,32.41,4.77,11.14,15.92,11.51,8.29,0.34,30.55,97.57,1.25,198.5,0.47,44,65.84,994.06,3.27,2021,5110
17-06-2021 00:00,0,21.37,4.56,10.12,14.69,11.84,8.66,0.29,31.56,99.93,1.4,123.02,1.61,153.4,65.97,996.11,3.27,2021,5110
18-06-2021 00:00,0,16.66,4.55,8.82,13.36,11.92,7.92,0.26,15.11,94.12,2.04,156.74,0.14,13.6,113.57,998.14,3.27,2021,5110
19-06-2021 00:00,0,30.13,6.39,13.64,20.03,11.07,7.66,0.45,16.23,99.99,0.87,151,0.24,22.6,54.65,999.13,3.26,2021,5110
20-06-2021 00:00,0,37.9,5.03,10.06,15.09,11.72,8.52,0.33,17.91,95.44,1.1,163.54,0.17,15.8,89.05,998.93,3.27,2021,5110
21-06-2021 00:00,0,42.85,4.81,11.34,16.12,11.62,10.83,0.36,23.13,91.31,1.07,185.29,0.09,8.2,105.95,999,3.27,2021,5110
22-06-2021 00:00,0,35.81,4.65,10.64,15.29,11.55,7.99,0.31,9.67,92.95,1.22,167.19,0.03,3,90.15,999.1,3.27,2021,5110
23-06-2021 00:00,0,36.57,4.57,9.53,14.06,11.67,10.2,0.29,8.51,92.08,1.61,154.16,0.1,9.2,113.32,999.24,3.27,2021,5110
24-06-2021 00:00,0,35.86,4.38,7.88,12.25,11.9,9.69,0.25,22.45,83.89,2.17,180.91,0,0,149.9,998.68,3.27,2021,5110
25-06-2021 00:00,0,52.61,4.31,7.33,11.65,12.02,8.36,0.28,11.06,82.61,2.52,167.61,0,0,149.52,997.47,3.27,2021,5110
26-06-2021 00:00,0,43.56,4.39,7.71,12.1,12.08,7.91,0.29,19.73,88.66,2.2,164.88,0.09,8.2,113.09,998.8,3.27,2021,5110
27-06-2021 00:00,0,36.5,4.25,6.95,11.2,12.06,7.15,0.25,8.37,92.38,1.86,166.12,0.13,12,100.37,0,3.27,2021,5110
28-06-2021 00:00,0,36.89,4.29,7.04,11.35,11.95,10.48,0.22,8.23,87.7,2.79,180.62,0,0,136.97,1000,3.27,2021,5110
29-06-2021 00:00,0,28.42,4.23,7.2,11.42,12.12,11.14,0.24,16.57,89.15,3.31,182.39,0,0,116.21,999.31,3.27,2021,5110
30-06-2021 00:00,0,39.2,4.22,7.86,12.1,12.08,10.64,0.29,7.13,90.59,3.01,182.35,0.12,11.6,103.58,997.8,3.27,2021,5110
01-07-2021 0:00,0,35.54,4.32,9.97,14.2,11.73,9.58,0.32,3.08,96.03,1.86,171.05,0.09,8.6,70.98,997.03,3.26,2021,5110
02-07-2021 0:00,0,40.73,4.93,11.61,16.54,11.35,10.08,0.33,6.07,91.46,1.3,180,0,0.4,112.4,998.19,3.27,2021,5110
03-07-2021 0:00,0,41.29,4.39,10.53,14.92,11.39,11,0.32,16.61,90.08,1.15,183.75,0,0.4,97.1,998.66,3.27,2021,5110
04-07-2021 0:00,0,38.63,6.38,10.63,16.98,10.97,8.59,0.34,26.67,93.33,1.04,167.55,0.2,18.6,97.52,999.34,3.27,2021,5110
05-07-2021 0:00,0,41.38,4.21,8.95,13.16,11.56,13.49,0.32,16.34,86.1,1.41,157.11,0,0.2,136.67,999,3.27,2021,5110
06-07-2021 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
07-07-2021 0:00,0,95.19,15.13,21.08,36.7,11.78,0,0.45,36.85,99.91,0.62,177.78,0.1,3.2,58.05,998.84,0,2021,5110
08-07-2021 0:00,0,30.87,2.89,11.31,14.2,13.49,0,0.33,43.98,95.31,1.36,136.3,0.25,24,91.5,998.78,0,2021,5110
09-07-2021 0:00,28.76,44.4,3.84,12.21,16.05,15.46,7.54,0.32,47.51,84.28,1.4,143.57,0,0.2,167.77,998.13,0,2021,5110
10-07-2021 0:00,28.4,58.48,6.21,13.88,20.09,16.76,8.04,0.3,63.21,84.45,1.36,131.49,0,0,162.46,997.9,0,2021,5110
11-07-2021 0:00,8.43,26.11,5.95,10.04,16,15.61,8.16,0.22,57.35,82.5,2.03,116.76,0,0,155.72,999,0,2021,5110
12-07-2021 0:00,5.31,23.94,6.29,11.53,17.83,15.27,7.85,0.25,53.35,84.77,1.87,132.46,0,0,131.71,999.45,0,2021,5110
13-07-2021 00:00,5.62,22.04,6.49,12.1,18.59,15.24,7.68,0.24,48.68,88.8,1.92,123.24,0.13,12,145.17,999.28,0,2021,5110
14-07-2021 00:00,6.79,25.09,6.01,10.72,16.74,15.13,7.96,0.21,53.88,83.74,2.52,147.57,0.01,0.6,173.87,999.47,0,2021,5110
15-07-2021 00:00,8.36,29.68,5.7,10.83,16.54,14.86,8.48,0.25,56.18,73.71,2.41,179.59,0,0,209.65,999.95,0,2021,5110
16-07-2021 00:00,10.24,31.32,6.1,11.07,17.17,14.8,12.98,0.23,56.32,81.27,2.06,184.64,0.01,1,162.24,0,0,2021,5110
17-07-2021 00:00,9.37,28.25,5.74,11.15,16.89,14.67,9.52,0.25,53.6,83.95,2.36,176,0,0,141.85,999.89,0,2021,5110
18-07-2021 00:00,8.52,29.15,5.6,10.36,15.95,14.46,10.95,0.22,51.65,81.49,2.19,187.11,0,0,168.89,998.63,0,2021,5110
19-07-2021 00:00,12.35,38.26,5.91,13.42,19.33,14.48,8.88,0.3,56.39,87.13,1.68,178.57,0,0,101.29,997.4,0,2021,5110
20-07-2021 00:00,23.03,49.88,6.9,17.7,24.57,14.33,11.71,0.48,53.82,91.86,1.02,167.41,0.01,0.6,89.53,997.6,-0.16,2021,5110
21-07-2021 00:00,30.83,59.82,7.25,14.41,21.66,14.46,8,0.38,49.77,86.11,1.2,108.98,0.02,1.8,134.59,0,0.01,2021,5110
22-07-2021 00:00,6.59,22.65,6.01,11.95,17.96,14.25,6.18,0.28,51.37,87.95,2.63,69.36,0.05,5.2,137.36,999.35,-0.14,2021,5110
23-07-2021 00:00,8.64,22.09,6.61,13.34,20.04,14.09,6.53,0.3,49.94,96.95,2.09,92.83,0.16,15.2,79.41,995.35,-0.01,2021,5110
24-07-2021 00:00,9.31,26.96,6.81,14.79,21.6,14.09,6.16,0.36,45.66,96.88,1.33,120.07,0.43,40.6,74.42,997.94,-0.53,2021,5110
25-07-2021 00:00,21.1,46.48,6.24,14.54,20.77,14.25,7.4,0.36,53.85,88.36,0.8,177.32,0.02,1.6,130.93,998.5,-0.6,2021,5110
26-07-2021 00:00,26.24,58.16,6.65,15.64,22.29,14.13,6.99,0.37,47.1,90.15,0.78,183.08,0.2,19,108.1,996.75,0.08,2021,5110
27-07-2021 00:00,22.71,47.58,5.63,13.04,18.68,14.11,7.23,0.34,49.04,93.18,0.84,256.69,0.05,4.6,87.24,994.47,-0.14,2021,5110
28-07-2021 00:00,18.28,37.13,6.11,14.1,20.21,14.08,8.66,0.44,45.69,96.83,1.3,221.09,0.55,52.2,82.53,992.91,0.04,2021,5110
29-07-2021 00:00,8.17,26,5.32,11.11,16.43,14.04,6.67,0.28,42.69,99.91,2.4,259.38,1.88,178.2,56.52,991.92,-0.02,2021,5110
30-07-2021 00:00,9.44,23.82,5.5,13.67,19.17,17.06,10.98,0.27,38.65,91.99,3.04,179.21,0.09,9,101.1,996.6,-0.02,2021,5110
31-07-2021 00:00,19.13,37.5,5.22,15.39,20.61,16.48,11.02,0.3,47.22,88.26,1.85,176,0.09,8.4,103.95,998.82,0.06,2021,5110
01-08-2021 0:00,23.51,47.38,4.94,13.18,18.08,15.14,12.32,0.28,53.77,82.27,1.84,181.15,0.07,6.4,134.84,998.74,0.08,2021,5110
02-08-2021 0:00,32.01,59.15,4.67,15.43,20.13,15.03,11.64,0.34,49.92,84.34,0.88,207.28,0,0,117.9,998.86,0.22,2021,5110
03-08-2021 0:00,33.98,58.12,5.62,18.09,23.71,14.78,10.15,0.45,44.83,92.79,0.81,199.8,0.31,29,93.11,999.1,0.15,2021,5110
04-08-2021 0:00,38.32,60.75,5.35,18.1,23.45,14.74,8.81,0.44,41.15,97.76,0.7,208.43,0.49,46.8,70.17,999.46,0.06,2021,5110
05-08-2021 0:00,34,58.94,15.82,22.01,37.83,15.29,9.67,0.58,48.03,92.42,0.6,201.67,0.03,2.8,126.48,998.33,-0.35,2021,5110
06-08-2021 0:00,33.65,57.79,12.68,22.65,35.28,10.69,7.62,0.44,55.42,89.36,0.85,169.87,0.35,33.6,126.52,998.11,-0.05,2021,5110
07-08-2021 0:00,28.65,43.87,7.51,19.55,26.97,9.24,8.78,0.38,49.95,93.04,1.31,175.09,0,0.4,71.93,999.41,0.11,2021,5110
08-08-2021 0:00,23.45,32.28,6.95,16.39,23.34,9.03,10.2,0.32,51.98,92.05,1.27,181.25,0.29,27.2,110.7,0,-0.09,2021,5110
09-08-2021 0:00,26.27,45.35,6.19,14.53,20.72,8.81,11.65,0.31,56.75,89.74,2.23,181.5,0,0,125.54,0,0.09,2021,5110
10-08-2021 0:00,25.68,40.18,6.03,14.42,20.51,8.73,9.59,0.3,60.32,83.16,2.36,182.05,0.12,11.2,143.45,998.48,-0.06,2021,5110
11-08-2021 0:00,32.92,59.06,6.39,15.49,21.89,14.76,16.73,0.32,71.63,82.42,2.46,178.4,0,0,152.59,998.88,-0.01,2021,5110
12-08-2021 0:00,30.34,53.5,8.17,19.81,27.98,10.96,7.26,0.42,57.19,97.75,1.17,182.27,0.23,22.2,70.15,0,0.01,2021,5110
13-08-2021 00:00,30.67,58.05,7.86,18.21,26.07,8.76,11.05,0.37,61.26,92.43,1.23,197.32,0,0,92.73,999.27,-0.11,2021,5110
14-08-2021 00:00,31.11,56.45,6.97,15.97,22.93,8.4,8.11,0.34,53.12,88.79,1.56,183.08,0,0.4,124.29,998.81,-0.08,2021,5110
15-08-2021 00:00,16.56,34.69,6.91,11.8,18.72,8.35,8.52,0.26,52.47,82.81,1.35,171.49,0,0,131.55,998.7,-0.04,2021,5110
16-08-2021 00:00,13.12,29.12,7.91,13.64,21.55,8.22,7.11,0.28,46.13,87.37,1.34,148.31,0.01,1.4,104.2,0,-0.06,2021,5110
17-08-2021 00:00,11.29,24.9,7.39,14.07,21.46,8,6.85,0.3,45.16,93.22,1.53,134.44,0.04,3.4,91.67,0,0.06,2021,5110
18-08-2021 00:00,12.37,25.05,7.08,13.21,20.3,7.79,8.77,0.29,52,92.18,2.35,168.44,0.08,7.2,104.25,999.49,0.03,2021,5110
19-08-2021 00:00,12.42,27.14,6.78,12.95,19.76,7.8,8.47,0.27,46.69,94.89,2.43,163.69,0.04,3.6,99.28,999.81,-0.02,2021,5110
20-08-2021 00:00,12.01,27.05,7.08,12.29,19.37,7.76,7.47,0.28,42.08,94.68,1.94,151.9,0.01,0.8,82.68,0,0,2021,5110
21-08-2021 00:00,12.16,29.65,7.64,12.8,20.44,7.71,8.08,0.27,44.49,89.68,1.93,160.65,0.03,3.2,110,0,0.01,2021,5110
22-08-2021 00:00,14.08,34.89,6.52,11.09,17.58,7.54,11.97,0.21,53.32,81.93,2.57,184.43,0,0,163.76,0,-0.07,2021,5110
23-08-2021 00:00,14.03,42.2,6.11,11.68,17.79,7.7,12.87,0.26,61.37,84.11,2.48,184.08,0,0,139.88,999.77,0.01,2021,5110
24-08-2021 00:00,23.69,55.62,6.82,14.72,21.54,7.62,13.85,0.31,56.73,82.5,1.71,189.12,0,0,124.26,998.81,-0.07,2021,5110
25-08-2021 00:00,26.7,59.12,7.77,16.67,24.44,7.59,18.01,0.35,51.44,85.8,1.3,182.24,0,0.2,118.41,998.1,-0.04,2021,5110
26-08-2021 00:00,4.14,27.75,10.1,20.59,30.69,7.57,9.44,0.41,43.56,92.84,0.82,189.59,0.4,37.6,93.22,997.72,-0.11,2021,5110
27-08-2021 00:00,0,25.68,17.37,20.48,37.85,7.08,8.23,0.5,34.91,95.72,0.8,168.72,0.04,3.4,97.68,998.91,-0.01,2021,5110
28-08-2021 00:00,0,27.23,10.39,14.4,24.79,7.29,7,0.29,31.28,89.19,1.39,110.88,0.06,5.6,150.25,998.72,-0.12,2021,5110
29-08-2021 00:00,0,25.22,6.71,11.93,18.64,7.06,8.16,0.25,41.65,88.66,1.66,125.99,0.01,1.4,113.57,999.12,-0.05,2021,5110
30-08-2021 00:00,22.43,27.14,7.66,13.78,21.44,9.64,8.3,0.27,35.21,89.76,1.64,129.52,0.13,12.2,126.13,0,-0.1,2021,5110
31-08-2021 00:00,9.98,35.97,8.44,14.16,22.6,8.21,7.2,0.27,38.36,89.39,1.21,167.51,0.1,9.2,138.8,0,0.01,2021,5110
01-09-2021 0:00,12.85,36.89,9.97,13.75,23.72,6.31,11.66,0.28,41.89,84.78,1.3,181.34,0,0,140.86,0,0.11,2021,5110
02-09-2021 0:00,16.48,40.13,9.79,15.25,25.04,5.98,9.55,0.37,39.06,87.63,0.89,195.99,0.01,0.8,122.91,0,-0.26,2021,5110
03-09-2021 0:00,20.78,48.16,10.74,16.77,27.49,5.94,11.83,0.31,42.42,84.46,0.77,175.44,0,0,113.07,998.94,-0.31,2021,5110
04-09-2021 0:00,21.42,46.85,29.7,15.81,45.51,5.17,9.9,0.35,27.27,94.57,0.35,197.7,0,0,73.31,999.92,0.1,2021,5110
05-09-2021 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
06-09-2021 0:00,34.3,61.06,2.36,14.36,16.72,7.21,2.05,0.3,39.22,90.73,2.45,98.66,0.14,6.2,100.11,0,-0.04,2021,5110
07-09-2021 0:00,18.42,0,1.57,13.67,15,6.63,7.91,0.27,30.22,96.73,1.94,114.66,0.53,50.2,125.05,0,0,2021,5110
08-09-2021 0:00,22.24,0,0.52,13.06,13.23,6.52,7.76,0.26,35.78,87.72,1.71,147.45,0,0.4,166.77,0,-0.04,2021,5110
09-09-2021 0:00,22.28,0,8.85,13.8,17.59,6.55,7.93,0.35,33.05,85.4,1.1,165.63,0,0,171.29,0,0.15,2021,5110
10-09-2021 0:00,45.21,0,13.85,18.87,24.53,6.83,14.5,0.41,49.81,84.22,1.03,134.68,0.02,2,153.68,0,0.06,2021,5110
11-09-2021 0:00,21.88,0,4.32,14.91,16.62,6.42,8.31,0.35,31.23,90.76,1.82,92.2,0.12,11.2,107.34,0,-0.15,2021,5110
12-09-2021 0:00,20.64,0,0.53,11.42,10.31,6.64,9.31,0.24,36.37,85.23,3.31,70.36,0,0,156.16,998.29,-0.15,2021,5110
13-09-2021 00:00,17.55,0,0.72,13.28,12.54,6.63,7.28,0.29,35.17,94.75,2.47,110.25,0.28,26.8,89.48,998.52,-0.01,2021,5110
14-09-2021 00:00,19.79,0,0.55,13.94,12.9,6.72,8.13,0.27,26.06,98.74,2.07,122.43,0.71,67.6,67.93,0,-0.04,2021,5110
15-09-2021 00:00,18.86,0,0.55,13.36,12.61,6.99,7.91,0.29,31.25,92.56,1.85,146.6,0.26,24.8,140.13,0,-0.08,2021,5110
16-09-2021 00:00,26.35,0,0.31,12.33,10.99,7.02,7.74,0.25,36.13,86.37,1.46,140.51,0.01,0.8,184.47,0,0.12,2021,5110
17-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
