Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),year,site
18-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
19-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
20-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
21-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
22-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
23-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
24-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
25-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
26-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
27-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
28-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
29-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
30-09-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
01-10-2021 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
02-10-2021 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
03-10-2021 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
04-10-2021 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
05-10-2021 0:00,35.54,0,6.96,14.09,21,2.65,12.07,0.45,47.31,90.54,1.05,185.69,0,0,49.32,0,-0.24,2021,5110
06-10-2021 0:00,35.63,42.79,11.48,12.97,25.21,3.02,12.43,0.45,62.42,89.94,0.95,166.31,0,0,68.31,0,-0.03,2021,5110
07-10-2021 0:00,42.43,48.67,8,12.33,20.33,3.01,11.91,0.43,56,89.22,0.63,187.72,0,0,129.01,0,0.02,2021,5110
08-10-2021 0:00,50.93,70.43,10.16,14.45,24.61,3.01,8.95,0.63,67.85,86.49,0.61,205.63,0,0,117.63,0,0.07,2021,5110
09-10-2021 0:00,65.77,83.99,11.64,15.5,27.14,3.33,9.01,0.79,43.01,89.69,0.75,181.55,0.11,10.6,113.38,0,-0.42,2021,5110
10-10-2021 0:00,76.01,79.04,12.95,12.84,25.78,3.53,8.35,0.69,51.65,87.22,0.99,139.3,0,0,126.46,0,-0.49,2021,5110
11-10-2021 0:00,50.94,100.21,5.08,12.78,18.01,3.99,8.04,0.49,54.37,79.53,0.96,170.06,0,0.2,147.98,0,-0.19,2021,5110
12-10-2021 0:00,76.86,100.87,4.58,13.38,17.94,4.68,8.8,0.54,48.71,81.81,0.87,224.49,0,0,137.13,0,0.39,2021,5110
13-10-2021 00:00,62.62,92.25,5.55,13.06,18.6,4.64,7.96,0.64,37.48,88.33,0.86,180.91,0,0,98.81,1000,0.26,2021,5110
14-10-2021 00:00,26.72,45.27,5.26,11.53,16.87,4.37,7.26,0.46,29.27,87.19,0.82,180.62,0.16,15.2,130.06,0,-0.36,2021,5110
15-10-2021 00:00,27.44,43.15,4.59,9.95,14.54,4.52,8.33,0.45,34.02,83.36,1.13,177.77,0.41,38.6,152.12,999.06,-0.03,2021,5110
16-10-2021 00:00,8.67,27.44,4.86,10.26,15.11,4.44,7.55,0.4,25.89,85.82,1.26,154.09,0.05,5,138.54,1000,-0.08,2021,5110
17-10-2021 00:00,8.17,26.07,4.78,9.53,14.31,4.39,7.71,0.32,25.1,94.99,2.2,97.19,0.14,13.2,86.14,0,-0.07,2021,5110
18-10-2021 00:00,7.91,21.71,4.68,9.32,14.03,4.09,8.09,0.32,22.8,99.58,2.79,128.1,0.41,38.4,62.38,0,0.01,2021,5110
19-10-2021 00:00,7.72,22.28,4.68,9.67,14.36,4.09,8.21,0.31,17.29,99.62,2.38,155.59,0.18,17.2,63.93,0,0.01,2021,5110
20-10-2021 00:00,10.71,27.01,4.51,9.1,13.61,4.14,7.52,0.33,15.09,95.61,1.57,188.44,0.06,4.2,92.04,0,-0.11,2021,5110
21-10-2021 00:00,46.03,76.08,18.25,20.34,38.59,2.96,11.28,1.01,30.4,73.39,0.46,250.46,0.03,0.6,68.83,0,-1.26,2021,5110
22-10-2021 00:00,53.37,86.67,15.53,18.38,33.91,3.62,16.98,0.88,36.37,69.53,0.57,215.82,0.03,1.4,161.59,0,-0.7,2021,5110
23-10-2021 00:00,94.43,134.96,27.31,22.07,49.37,3.97,12.37,0.83,34.34,80.68,0.49,212.79,0,0,131.41,0,-0.3,2021,5110
24-10-2021 00:00,61.5,100.27,9.05,16.64,25.7,4.26,9.83,0.67,32.08,87.69,0.52,200.06,0,0,93.92,0,0.07,2021,5110
25-10-2021 00:00,64.11,96.97,19.62,19.84,38.86,6.7,9.8,0.82,27.88,86.94,0.73,188.02,0.19,17.6,115.48,0,-0.07,2021,5110
26-10-2021 00:00,73.75,103.98,16.14,23.6,38.25,5.62,11.3,0.68,40.37,82.32,1.05,181.08,0,0.2,130.27,0,0.06,2021,5110
27-10-2021 00:00,57.05,84.23,6.91,18.98,25.88,5.25,10,0.56,34.9,83.97,1.57,139.87,0,0,113.98,0,0.2,2021,5110
28-10-2021 00:00,54.89,77.19,12.85,17.87,30.71,4.51,9.58,0.7,28.45,85.7,1.67,136.79,0.01,1.4,91.85,0,0.02,2021,5110
29-10-2021 00:00,59.08,88.23,6.04,13.88,19.9,4.58,16.07,0.51,41.69,75.94,1.69,154.88,0,0,144.05,0,-0.05,2021,5110
30-10-2021 00:00,56.91,93.32,4.5,16.43,20.93,4.61,23.84,0.52,51.94,68.94,1.43,264.36,0,0,142.37,0,0.06,2021,5110
31-10-2021 00:00,66.1,101.32,6.15,19.51,25.67,4.63,22.4,0.51,61.49,64.85,1.22,176.48,0,0,140.71,0,-0.18,2021,5110
01-11-2021 0:00,75.84,110.01,15.03,28.01,43.04,4.42,16.68,0.69,40.25,70,0.93,216.47,0,0,137.97,0,0.19,2021,5110
02-11-2021 0:00,72.76,105.47,14.5,26.88,41.38,11.9,14.9,0.6,39.17,68.25,1.07,189.04,0,0,142.99,0,0.48,2021,5110
03-11-2021 0:00,64.07,99.8,13.39,23.31,36.7,7.04,16.66,0.58,41.06,69.45,1.31,161.2,0,0,144.48,0,-0.04,2021,5110
04-11-2021 0:00,91.42,147.85,15.34,21.79,37.13,5,21.05,0.65,47.84,74.84,0.6,213.21,0,0,136.39,0,-0.11,2021,5110
05-11-2021 0:00,94.4,158.92,9.37,16.39,25.86,3.45,13.87,0.68,50.7,72.64,1.05,204.27,0,0,148.26,0,0.16,2021,5110
06-11-2021 0:00,77.32,139.06,13.31,17.45,30.76,2.42,13.67,0.64,44.73,72.61,0.97,198.45,0,0,146.43,0,0.36,2021,5110
07-11-2021 0:00,76.22,138.98,10.71,15.35,26.06,1.92,15.34,0.62,48.33,71.27,0.94,206.5,0,0,144.41,0,0,2021,5110
08-11-2021 0:00,73.65,135.68,11.61,14.47,26.09,1.31,16.03,0.62,43.05,72.6,0.96,196.5,0,0,144.73,0,0.18,2021,5110
09-11-2021 0:00,77.55,143.88,10.06,12.39,22.45,1.15,29.68,0.75,44.52,75.37,0.77,214.25,0,0,140.38,0,0.2,2021,5110
10-11-2021 0:00,76.19,142.57,16.04,8.68,24.72,1.26,20.35,0.91,37.37,73.73,0.69,220.12,0,0,144.68,0,0.29,2021,5110
11-11-2021 0:00,66.87,136.55,12.27,5.72,17.99,1.29,22.67,0.87,40.74,75.96,0.83,185.3,0,0,141.38,0,-0.11,2021,5110
12-11-2021 0:00,60,120.33,9.9,4.37,14.27,1.31,11.71,0.6,36.27,74.22,1.13,163.62,0,0,122.54,0,-0.19,2021,5110
13-11-2021 00:00,44.91,83.82,7.81,3.63,11.44,1.3,9.7,0.49,36.53,82.05,1.67,115.29,0,0.2,92.96,0,-0.13,2021,5110
14-11-2021 00:00,36.55,62.72,7.35,3.32,10.68,1.31,8.94,0.42,40.8,85.21,1.92,77.9,0,0,93.44,0,-0.09,2021,5110
15-11-2021 00:00,35.04,58.78,7.52,3.48,11,1.33,9.36,0.5,31.27,92.91,1.55,95.15,0.02,2,86.93,0,-0.28,2021,5110
16-11-2021 00:00,57.71,99.38,8.78,3.96,12.73,1.38,17.71,0.63,35.47,80.52,1.3,177.07,0,0,135.76,0,-0.07,2021,5110
17-11-2021 00:00,74.89,129.61,8.54,4.11,12.65,1.38,17.33,0.75,45.18,75.53,1.19,190.66,0,0,134.26,0,-0.04,2021,5110
18-11-2021 00:00,72.35,126.48,9.04,4.43,13.47,1.41,17.18,0.67,36.49,73.78,1.01,205.47,0,0,138.26,0,0.1,2021,5110
19-11-2021 00:00,76.66,135.87,11.18,4.79,15.97,1.45,16.28,0.94,42.27,80.02,0.52,230.93,0,0,81.48,0,-0.02,2021,5110
20-11-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
21-11-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
22-11-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
23-11-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
24-11-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
25-11-2021 00:00,82.24,183.63,12.99,3.99,16.96,1.44,17.29,0.64,98.78,50.62,0.63,272.78,0,0,123.52,0,0.04,2021,5110
26-11-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
27-11-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
28-11-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
29-11-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
30-11-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
01-12-2021 0:00,67.56,141.29,3.67,3.59,7.22,1.29,19.93,0.24,98.52,46.81,2.11,184.04,0,0,283.1,0,-0.09,2021,5110
02-12-2021 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
03-12-2021 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
04-12-2021 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
05-12-2021 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
06-12-2021 0:00,11.25,16.21,4.82,3.13,7.95,1.3,7.79,0.46,12.39,99.89,2.01,78.16,0.04,1.2,46.86,0,0.08,2021,5110
07-12-2021 0:00,22.24,40,5.4,3.29,8.69,1.31,12.12,0.59,14.55,94.94,1.31,188.82,0,0,75.67,0,0.26,2021,5110
08-12-2021 0:00,44.46,84.36,6.84,3.98,10.8,1.33,9.49,0.67,22.84,90.26,1.24,123.52,0.02,2.2,106.93,0,-0.02,2021,5110
09-12-2021 0:00,49.06,87.56,5.71,4.11,9.84,1.32,7.78,0.61,21.66,89.66,1.12,149.39,0.26,24.4,79.36,0,0.06,2021,5110
10-12-2021 0:00,57.21,112.69,7.44,4.52,11.96,1.37,11.93,0.95,29.54,79.99,0.83,205.76,0.01,0.6,87.79,0,0.5,2021,5110
11-12-2021 0:00,103.13,190.5,10.9,5.16,16.06,1.4,13.43,1.1,35.62,81.62,0.79,200.76,0,0,108.8,0,0.07,2021,5110
12-12-2021 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
13-12-2021 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,5110
14-12-2021 00:00,124.1,260.07,47.68,7.23,10.49,17.59,17.04,1.06,30.12,72.57,0.96,211.72,0,0,76.25,0,0,2021,5110
15-12-2021 00:00,127.72,216.44,29.16,6.46,35.42,19.67,19.79,0.9,43.8,77.32,0.75,253.22,0,0,87.89,0,-0.08,2021,5110
16-12-2021 00:00,139.11,233.4,47.65,7.91,55.59,19.94,23.82,0.96,37.25,79.11,0.8,255.64,0,0,100.8,0,-0.21,2021,5110
17-12-2021 00:00,104.44,187.9,40.57,17.53,58.1,16.04,25.55,1.05,37.55,71.99,0.97,240.11,0,0,102.14,0,-0.03,2021,5110
18-12-2021 00:00,124.6,228.6,38.56,28.36,66.92,12.36,24.49,1.25,33.14,77.59,0.86,219.53,0,0,87.03,0,0.04,2021,5110
19-12-2021 00:00,86.1,154.47,32.99,26.53,59.52,12.29,18.6,0.51,46.48,64.29,1.57,205.18,0,0,87.85,0,-0.11,2021,5110
20-12-2021 00:00,87.56,147.49,32.95,26.21,59,12.31,20.73,0.48,60.46,55.71,1.2,257.4,0,0,90.12,0,-0.02,2021,5110
21-12-2021 00:00,116.08,215.3,31.94,20.39,52.34,15.08,19.61,1.12,32.45,73.95,0.99,263.57,0,0,78.5,0,0.09,2021,5110
22-12-2021 00:00,100.93,185.27,24.04,7.56,31.6,19.9,11.62,0.94,19.33,76.14,0.89,277.54,0,0,79.05,0,-0.01,2021,5110
23-12-2021 00:00,114.83,228.12,22.89,8.31,31.2,19.91,12.44,1.1,19.67,79.55,0.8,234.87,0,0,76.58,0,-0.12,2021,5110
24-12-2021 00:00,120.58,246.97,26.32,9.23,35.44,19.97,11.08,1.31,18.17,77.69,0.62,201.38,0,0,76.94,0,-0.01,2021,5110
25-12-2021 00:00,117.84,248.45,28.65,9.63,38.28,20,12.12,1.35,20.33,77.66,0.61,180.76,0,0,73.95,0,-0.04,2021,5110
26-12-2021 00:00,83.02,202.45,25.75,9.08,34.83,19.93,12.37,1.34,19.58,79.16,0.42,212.22,0,0,67.19,0,-0.06,2021,5110
27-12-2021 00:00,68.61,179.18,25.25,8.34,33.6,19.92,11.22,1.25,17.75,82.48,0.41,226.3,0,0,63.5,0,0.31,2021,5110
28-12-2021 00:00,104.95,195.67,21.57,9.86,31.42,17.05,13.48,1.03,22.36,78.65,0.77,192.38,0,0.2,68.09,0,0.15,2021,5110
29-12-2021 00:00,107.4,199,17.29,12.43,29.75,13.37,19.49,0.86,33.05,77.62,1.05,219.44,0,0,58.82,0,0.16,2021,5110
30-12-2021 00:00,108.53,193.85,17.88,12.26,30.18,13.38,23.31,0.91,17.44,88.13,0.94,218.56,0.03,3.2,62.57,0,0.11,2021,5110
31-12-2021 00:00,72.74,128.73,14.76,11.9,26.66,11.86,19.31,0.84,31.35,81.21,1.36,200.41,0,0,84.21,0,0.01,2021,5110
01-01-2021 0:00,135.76,237.14,87.69,48.81,124.15,28.65,7.61,1.44,14.66,57.78,0.43,243.68,0,0,112.21,0,-0.01,2021,5111
02-01-2021 0:00,157.93,277.29,97.91,57.17,154,34.27,8.41,1.62,14.86,57.88,0.36,250.62,0,0,119.1,0,0,2021,5111
03-01-2021 0:00,186.83,314.83,157.47,62.34,219.97,42.77,8.06,2.11,13.52,65.22,0.2,250.09,0,0,116.96,0,0.01,2021,5111
04-01-2021 0:00,158.21,278.72,144.5,61.88,179.2,39.24,11.18,1.93,25.33,64.07,0.24,260.27,0,0,117.59,0,0,2021,5111
05-01-2021 0:00,130.61,256.58,151.32,62.29,202.61,39.03,9.76,1.78,21.84,63.75,0.24,231.32,0,0,115.34,0,0.01,2021,5111
06-01-2021 0:00,173.35,285.84,135.57,61.98,197.62,42.37,9.29,2.07,15.48,66.97,0.14,210.01,0,0,114.86,0,0.01,2021,5111
07-01-2021 0:00,147.28,255.79,91.4,65.58,157.93,45.16,12.88,1.62,30.06,60.55,0.22,217.95,0,0,97.22,0,0.01,2021,5111
08-01-2021 0:00,105.92,187.07,79.21,59.83,138.06,42.93,8.79,1.2,15.29,55.67,0.31,236.64,0,0,116.25,0,0,2021,5111
09-01-2021 0:00,106.09,194.77,46.84,59.66,106.33,43.62,8.33,0.97,19.62,58.41,0.16,189.87,0,0,104.79,0,0,2021,5111
10-01-2021 0:00,85.55,149.16,17.81,53.5,71.25,42.86,7.72,0.66,19.39,64.71,0.48,248.46,0,0,105.73,0,0,2021,5111
11-01-2021 0:00,101.72,174.15,23.92,56.67,80.87,42.76,8.91,0.81,15.68,69.69,0.38,265.88,0,0,80.88,0,0,2021,5111
12-01-2021 0:00,107.12,172.57,18.29,49.65,67.97,39.01,6.99,0.63,17.24,64.06,0.28,231.14,0,0,102.56,0,-0.01,2021,5111
13-01-2021 00:00,114.12,189.66,13.01,42.16,55.18,32.01,6.21,0.58,14.59,63.53,0.33,198.45,0,0,96.99,0,-0.02,2021,5111
14-01-2021 00:00,126.2,210.75,13.57,42.3,55.88,29.47,5.93,0.65,14.26,59.22,0.21,168.35,0,0,99.53,0,-0.01,2021,5111
15-01-2021 00:00,142.95,226.24,15.97,43.11,59.07,27.55,6.77,0.76,22.38,57.99,0.17,165.33,0,0,98.23,0,0,2021,5111
16-01-2021 00:00,173.85,272.85,13.65,40.34,53.99,23.56,5.94,0.87,12.47,67.33,0.27,211.36,0,0,96.3,0,0,2021,5111
17-01-2021 00:00,191.7,301.84,15.12,42.68,57.81,24.43,6.02,0.91,12.3,68.39,0.27,265.62,0,0,92.15,0,0.01,2021,5111
18-01-2021 00:00,183.26,286.79,31.15,46.42,77.58,26.57,6.4,1.13,12.71,72.9,0.26,221.6,0,0,102.15,0,0.01,2021,5111
19-01-2021 00:00,154.91,252.96,35.95,43.54,79.5,27.28,6.68,1,22.13,78.07,0.3,98.12,0,0,85.47,0,0,2021,5111
20-01-2021 00:00,112.23,182.65,30.57,42.37,72.93,28.01,5.9,0.91,14.91,81.57,0.42,201.26,0,0,74,0,0,2021,5111
21-01-2021 00:00,139.19,223.12,55.93,45.87,101.81,29.41,4.87,1.05,12.73,53.83,0.33,218.94,0,0,122.4,0,-0.01,2021,5111
22-01-2021 00:00,131.49,221.07,45.86,42.4,88.27,25.41,4.12,0.97,16.58,57.08,0.28,219.85,0,0,110.55,0,0,2021,5111
23-01-2021 00:00,151.63,245.07,27.53,44.36,71.9,23.93,4.62,1,12.26,69.79,0.38,237.47,0,0,115.82,0,0,2021,5111
24-01-2021 00:00,144.36,224.87,20.16,41.87,62.02,25.14,4.73,0.91,15.71,72.57,0.19,111.95,0,0,107.26,0,0,2021,5111
25-01-2021 00:00,152.7,251.52,18.21,47.8,66,25.76,6.38,0.94,34.76,69.85,0.21,177.35,0,0,71.28,0,0,2021,5111
26-01-2021 00:00,130.15,218.91,14,47.06,60.91,25.44,6.35,0.91,37.08,72.6,0.48,260.44,0,0,101.68,0,-0.01,2021,5111
27-01-2021 00:00,120.79,221.67,15.28,43.86,59.16,20.91,6.55,0.81,50.74,59.22,0.58,264.78,0,0,113.61,0,-0.02,2021,5111
28-01-2021 00:00,110.96,211.2,32.32,42.87,75.19,20.2,6.78,0.91,56.31,59.95,0.54,254.2,0,0,133.15,0,-0.03,2021,5111
29-01-2021 00:00,121.8,211.76,31.43,48.03,79.47,21.67,7.41,0.92,43.26,61.81,0.48,255.54,0,0,120.93,0,-0.01,2021,5111
30-01-2021 00:00,140.89,257.42,30.69,48.53,79.22,20.72,7.46,1.07,23.69,58.11,0.53,256.6,0,0,98.73,0,-0.01,2021,5111
31-01-2021 00:00,141.14,245.03,20.68,49.5,70.32,20.27,6.77,0.86,39.4,57.33,0.48,249.17,0,0,117.44,0,-0.02,2021,5111
01-02-2021 0:00,142.31,246.82,56.88,52.6,109.42,24.37,6.91,1.18,33.13,59.3,0.46,220.76,0,0,126.88,0,-0.01,2021,5111
02-02-2021 0:00,154.98,282.51,117.75,60.33,177.96,30.98,9.67,1.55,32.47,53.8,0.37,261.14,0,0,123.23,0,-0.01,2021,5111
03-02-2021 0:00,171.11,295.79,108.14,62.02,173.66,30.27,8.06,1.7,18.66,55.02,0.38,260.85,0,0,120.33,0,-0.01,2021,5111
04-02-2021 0:00,161.18,296.1,100.86,63.08,164.8,32.66,8.63,1.6,15.28,51.91,0.3,246.4,0,0,127.27,0,0,2021,5111
05-02-2021 0:00,147.96,258.03,118.59,67.23,185.81,36.66,9.12,1.63,10.98,51.83,0.2,230.84,0,0,121.89,0,0.01,2021,5111
06-02-2021 0:00,119.88,221.77,61.59,58.37,119.96,30.18,11.74,1.15,40.69,54.29,0.59,257.96,0,0,109.19,0,-0.02,2021,5111
07-02-2021 0:00,62.35,130.57,25.75,47.37,73.12,22.74,6.56,0.65,53.95,56.64,0.71,262.87,0,0,113.98,0,-0.06,2021,5111
08-02-2021 0:00,81.7,181.51,74.43,55.45,128.6,29.86,5.56,1.09,50.22,52.69,0.61,265.87,0,0,126.27,0,-0.03,2021,5111
09-02-2021 0:00,133.47,229.55,121.7,61.59,181.79,32.15,7.8,1.67,49.27,53.49,0.28,241.99,0,0,125.82,0,-0.01,2021,5111
10-02-2021 0:00,165.92,277.4,102.51,62.25,164.76,32.57,8.69,1.58,63.7,54.32,0.19,168.8,0,0,146.94,0,0,2021,5111
11-02-2021 0:00,85.6,168.76,41.69,59.39,101.1,26.12,9.64,1.02,56.14,52.2,0.37,230.5,0,0,28.19,0,0,2021,5111
12-02-2021 0:00,87.48,183.81,38.87,54.14,93.02,28.64,8.99,0.93,55.43,63.98,0.4,260.9,0,0,112,0,0,2021,5111
13-02-2021 00:00,85.46,163.67,44.74,55.18,99.85,30.36,9.26,0.92,51.1,69.16,0.23,154.09,0,0,119.13,0,0,2021,5111
14-02-2021 00:00,73.88,133.57,15.4,51.03,66.41,29.23,8.58,0.6,56.24,75.55,0.37,153.69,0,0,107.27,0,0,2021,5111
15-02-2021 00:00,67.14,148.99,48.13,44.73,92.86,30.22,8.53,0.79,47.5,69.17,0.33,177.51,0,0,108.49,0,0,2021,5111
16-02-2021 00:00,82.36,157.21,29.31,48.56,77.87,28.64,9.14,0.74,60.19,65.9,0.26,202.93,0,0,120.41,0,0.01,2021,5111
17-02-2021 00:00,118.84,226.97,21.91,52.51,74.42,27.86,10.73,0.95,39.15,70.13,0.61,235.36,0,0,83.9,0,-0.02,2021,5111
18-02-2021 00:00,114.28,218.73,59.46,53.21,112.67,30.96,9.42,1.19,53.06,56.52,0.3,228.75,0,0,120.65,0,0,2021,5111
19-02-2021 00:00,111.76,223.38,58.31,51.76,110.07,28.21,9.96,1.16,39.28,53.6,0.31,229.44,0,0,104.73,0,-0.01,2021,5111
20-02-2021 00:00,106.97,216.56,17.75,53.26,71,24.37,9.28,0.9,41.07,57.07,0.31,208.52,0,0,52.77,0,0,2021,5111
21-02-2021 00:00,114.3,244.01,67.11,52.18,119.26,28.78,9.9,1.24,47.07,51.65,0.42,247.53,0,0,128.1,0,-0.02,2021,5111
22-02-2021 00:00,116.21,245.16,47.29,54.55,101.84,26.72,11.4,1.13,65.08,50.97,0.32,194.07,0,0,125.84,0,-0.01,2021,5111
23-02-2021 00:00,80.56,163.09,17.47,47.66,65.13,26.22,11.64,0.7,66.41,58.95,0.35,199.05,0,0,127.33,0,0,2021,5111
24-02-2021 00:00,88.48,179.98,52.23,50.21,102.45,36.87,9.96,1.1,64.72,65.69,0.59,246.27,0,0,144.25,0,-0.01,2021,5111
25-02-2021 00:00,81.91,170.73,26.33,46.55,72.89,28.48,12.29,0.79,73.35,52.49,0.6,223.93,0,0,155.16,0,-0.02,2021,5111
26-02-2021 00:00,75.07,155.42,36.47,40.98,77.45,29.28,11.47,0.88,73.41,62.27,0.41,184.78,0,0,146.76,0,-0.01,2021,5111
27-02-2021 00:00,67.23,155.51,36.92,44.24,81.16,30.41,11.1,0.77,57.23,46.14,0.61,213.19,0,0,185.36,0,-0.03,2021,5111
28-02-2021 00:00,55.71,119.75,11.41,36.93,48.34,25.73,10.28,0.51,65.97,62.22,0.54,181.47,0,0,158.42,0,-0.03,2021,5111
01-03-2021 0:00,49.53,115.34,9.67,36.94,46.61,25.02,9.35,0.5,54.69,67.41,0.54,171.18,0,0,146.58,0,-0.02,2021,5111
02-03-2021 0:00,53.07,127.7,10.5,32.22,42.72,23.73,8.72,0.49,41.89,75.36,0.41,110.23,0,0,142.99,0,-0.02,2021,5111
03-03-2021 0:00,56.24,161.38,27.3,39.48,66.77,26.63,8.91,0.75,68.84,46.5,0.57,236.99,0,0,158.72,0,-0.02,2021,5111
04-03-2021 0:00,93.52,207.03,15.06,40.72,55.79,25.05,12.09,0.67,84.46,53.9,0.44,157.54,0,0,152.47,0,-0.04,2021,5111
05-03-2021 0:00,55.31,120.18,8.91,31.86,40.77,21.29,9.98,0.44,62.07,74.44,0.45,159.33,0,0,146.01,0,-0.02,2021,5111
06-03-2021 0:00,55.41,132.9,9.25,29.61,38.86,15.9,9.67,0.51,72.18,54.16,0.47,202.87,0,0,154.76,0,-0.01,2021,5111
07-03-2021 0:00,67.68,146.78,9.69,31.51,41.2,17.7,8.6,0.54,59.98,63.1,0.36,100.02,0,0,155.04,0,-0.01,2021,5111
08-03-2021 0:00,48.01,104.22,8.93,24.78,33.7,15.83,10.98,0.41,67.26,74.04,0.56,132.4,0,0,138.17,0,-0.02,2021,5111
09-03-2021 0:00,27.57,64.19,9.64,22.56,32.15,14.37,6.33,0.37,32.51,80.62,0.57,135.38,0,0,122.38,0,-0.02,2021,5111
10-03-2021 0:00,21.94,59.14,10.67,24.64,35.34,15.67,6.14,0.34,21.83,83.5,0.5,123.7,0,0,89.84,0,-0.01,2021,5111
11-03-2021 0:00,27.1,74.09,10.68,22.6,33.26,13.75,5.45,0.36,28.05,83.19,0.42,129.09,0,0,105.21,0,-0.01,2021,5111
12-03-2021 0:00,32.34,82.83,17.06,24.84,41.9,14.52,6,0.5,26.08,80.13,0.28,178,0,0,98.46,0,0,2021,5111
13-03-2021 00:00,52.29,152.46,10.97,25.93,36.92,12.47,9.38,0.53,48.78,72.77,0.89,249.99,0,0,110.04,0,-0.04,2021,5111
14-03-2021 00:00,51.57,125.62,25.95,31.87,57.61,17.86,7.91,0.67,64.42,54.4,0.38,223.05,0,0,154.61,0,0.01,2021,5111
15-03-2021 00:00,52.85,111.09,9.94,29.04,38.99,14.24,15.81,0.5,89.51,56.27,0.46,248.3,0,0,150.27,0,0,2021,5111
16-03-2021 00:00,61.78,157.46,43.46,27.1,70.52,18.67,8.56,0.81,61.77,55.56,0.49,236.62,0,0,158.31,0,-0.01,2021,5111
17-03-2021 00:00,73.16,170.47,21.69,32.62,54.12,15.82,11.14,0.58,69.3,49.15,0.42,237.87,0,0,148.81,0,0,2021,5111
18-03-2021 00:00,64.42,234.5,40.17,30.65,70.76,18.82,10.84,0.73,52.74,51.8,0.46,224.38,0,0,143.48,0,0,2021,5111
19-03-2021 00:00,81.77,219.75,53.97,34.18,88.63,22.63,12.81,0.85,59,48.68,0.33,218.53,0,0,112.62,0,0.01,2021,5111
20-03-2021 00:00,77.56,212.81,16.65,36.76,53.42,16.15,15.35,0.62,18.15,48.26,0.33,195.24,0,0,117.51,0,0.01,2021,5111
21-03-2021 00:00,72.22,179.7,7.54,30.05,37.59,14.43,17.55,0.56,8.89,62.79,0.32,161.05,0,0,106.35,0,0,2021,5111
22-03-2021 00:00,83.16,202.35,9.75,36.67,46.42,14.37,14.79,0.7,49.33,58.96,0.31,131.54,0,0,114.41,0,-0.01,2021,5111
